sentence_id,rater_id,sentence,direction,modifier_category,tone_label,distance_cm,x_m,y_m,amplitude,radius
s0162,rater_3,could you slide the grip softly forward and right some from here thanks.,forward right,moderately,gentle,10.0,0.06880888408586125,0.08892791306801592,7.945623539683299,12.748252893003773
s0163,rater_1,"alright, please push the handle over left slightly right now thanks.",left,slightly,neutral,5.0,-0.04338215465418042,-0.0036589929266776875,5.521767766795672,12.66802969237219
s0163,rater_2,"alright, please push the handle over left slightly right now thanks.",left,slightly,neutral,5.0,-0.07207143073373118,0.010034324169380193,9.121311078608514,8.88336666989501
s0163,rater_3,"alright, please push the handle over left slightly right now thanks.",left,slightly,neutral,5.0,-0.04440890245249879,0.0046054174037085584,6.7650693565133375,8.55570316112711
s0164,rater_1,"hey, I'd like you to shift this handle back, just a little",back,slightly,neutral,5.0,0.008133551235787113,-0.04797623478895865,6.030521215349616,12.409526794917198
s0164,rater_2,"hey, I'd like you to shift this handle back, just a little",back,slightly,neutral,5.0,-0.0010562339122370346,-0.044340136613659736,9.591621401795322,7.654690069711666
s0164,rater_3,"hey, I'd like you to shift this handle back, just a little",back,slightly,neutral,5.0,-0.0034824465909899477,-0.03940584673790333,6.6661437496602085,11.012423158266708
s0165,rater_1,"hey, please pull it toward the right somewhat carefully relative to where it is now thanks.",right,moderately,gentle,10.0,0.1086134100837524,-0.0024418055387307766,6.125670645023951,13.230213149877427
s0165,rater_2,"hey, please pull it toward the right somewhat carefully relative to where it is now thanks.",right,moderately,gentle,10.0,0.08309005359474808,-0.006910838477797504,10.425387407257372,10.576335354048235
s0165,rater_3,"hey, please pull it toward the right somewhat carefully relative to where it is now thanks.",right,moderately,gentle,10.0,0.10754493025520916,0.007781669384559828,9.956515049341736,12.790823666478461
s0166,rater_1,"move the handle left, just a bit right now for me.",left,slightly,neutral,5.0,-0.043025004256688405,0.004393056872723431,5.335715302966645,12.26190030175164
s0166,rater_2,"move the handle left, just a bit right now for me.",left,slightly,neutral,5.0,-0.04938863614250805,0.0063935422464927215,9.438806923972495,8.317620898093791
s0166,rater_3,"move the handle left, just a bit right now for me.",left,slightly,neutral,5.0,-0.059669552007330484,0.015531469660544169,7.885031462885715,12.096674209395962
s0167,rater_1,"so, please move the bar toward the left.",left,no_modifier,neutral,15.0,-0.1474637953053795,-0.0034655350420207203,11.073388090616524,11.016204744870176
s0167,rater_2,"so, please move the bar toward the left.",left,no_modifier,neutral,15.0,-0.14876986057914263,-0.0008298367998732159,12.291479475790053,9.577906558514094
s0167,rater_3,"so, please move the bar toward the left.",left,no_modifier,neutral,15.0,-0.15131309210641283,0.00749175585933655,11.841357357305633,10.471951654439543
s0168,rater_1,"alright, could you shift the handlebar back and right pretty far quickly relative to where it is now right now thanks.",back right,a_lot,harsh,20.0,0.15636742616042068,-0.1465197450415584,12.579338036556438,13.243034261179215
s0168,rater_2,"alright, could you shift the handlebar back and right pretty far quickly relative to where it is now right now thanks.",back right,a_lot,harsh,20.0,0.1359167635708255,-0.12912938162224438,21.079535726643304,9.099099574171252
s0168,rater_3,"alright, could you shift the handlebar back and right pretty far quickly relative to where it is now right now thanks.",back right,a_lot,harsh,20.0,0.12997141389815434,-0.12922751911132585,9.74246379767907,9.967315741545423
s0169,rater_1,"hey, could you shift the grip toward me, if possible.",back,no_modifier,neutral,15.0,0.00865038646630231,-0.15273584930569983,9.997634079458878,12.846712865474636
s0169,rater_2,"hey, could you shift the grip toward me, if possible.",back,no_modifier,neutral,15.0,-0.006573564339952701,-0.1338204336559191,12.128564218987252,9.636552358423598
s0169,rater_3,"hey, could you shift the grip toward me, if possible.",back,no_modifier,neutral,15.0,0.012241864780062917,-0.14599418247846896,12.839930629470379,12.562270328797636
s0170,rater_1,bring the handlebar quickly back-right please.,back right,a_lot,harsh,20.0,0.15337200997996406,-0.14960438753951696,12.4148204313513,13.631648828342533
s0170,rater_2,bring the handlebar quickly back-right please.,back right,a_lot,harsh,20.0,0.15038543495379594,-0.12737968049131265,20.484214604255914,9.752568943450243
s0170,rater_3,bring the handlebar quickly back-right please.,back right,a_lot,harsh,20.0,0.13805641484906261,-0.1348954401890586,15.934190615745766,11.976182831521479
s0171,rater_1,"okay, bring the handle toward the front a standard amount now thanks.",forward,no_modifier,neutral,15.0,0.002660023156988353,0.14504539176425138,11.389984565151275,10.307611652335305
s0171,rater_2,"okay, bring the handle toward the front a standard amount now thanks.",forward,no_modifier,neutral,15.0,-0.0075469272186518156,0.13913335914163152,11.466197897765692,9.734384057132642
s0171,rater_3,"okay, bring the handle toward the front a standard amount now thanks.",forward,no_modifier,neutral,15.0,0.0006340903360056846,0.16597062030992388,10.204429082232412,10.75463229897522
s0172,rater_1,"alright, can you slide the handle a lot to the left softly from here.",left,a_lot,gentle,20.0,-0.19317371223147814,-0.01232026033684365,14.005612064526339,13.745478522509552
s0172,rater_2,"alright, can you slide the handle a lot to the left softly from here.",left,a_lot,gentle,20.0,-0.2057460519372317,0.010793816957713101,15.243191340372267,12.165552316971459
s0172,rater_3,"alright, can you slide the handle a lot to the left softly from here.",left,a_lot,gentle,20.0,-0.20777506992984446,0.017673403684860967,11.68154515175735,12.955748998350026
s0173,rater_1,"hey, could you pull the handlebar over left a little for me.",left,slightly,neutral,5.0,-0.0338830546633775,-0.005226809235286967,5.922528710439452,14.091092236659719
s0173,rater_2,"hey, could you pull the handlebar over left a little for me.",left,slightly,neutral,5.0,-0.040533030109635264,-0.014515753628805727,6.877068834844968,8.415923799854337
s0173,rater_3,"hey, could you pull the handlebar over left a little for me.",left,slightly,neutral,5.0,-0.06551866692878784,-0.003090104433863562,7.097615656765656,9.35280498330485
s0174,rater_1,"alright, could you bring it forward relative to where it is now for me.",forward,no_modifier,neutral,15.0,0.016850163286083825,0.15267396281073023,10.56529370078828,11.861363340169348
s0174,rater_2,"alright, could you bring it forward relative to where it is now for me.",forward,no_modifier,neutral,15.0,-0.0101069097576381,0.15478054577946623,13.22946361438661,8.533905955833406
s0174,rater_3,"alright, could you bring it forward relative to where it is now for me.",forward,no_modifier,neutral,15.0,0.012411101860120167,0.1647710241374085,10.301742832184672,13.610989762566751
s0175,rater_1,"okay, can you pull it left from here for me.",left,no_modifier,neutral,15.0,-0.1508390133563549,-0.005963458957003922,9.72347800716547,13.552823422837667
s0175,rater_2,"okay, can you pull it left from here for me.",left,no_modifier,neutral,15.0,-0.1538857234279859,-0.006455295187503555,12.49654959073819,9.5057705300271
s0175,rater_3,"okay, can you pull it left from here for me.",left,no_modifier,neutral,15.0,-0.1607310140344639,0.011184130847747546,9.273700996928774,14.360801875132143
s0176,rater_1,"okay, please shift the bar without jerking to the right for me.",right,moderately,gentle,10.0,0.10202710643822806,0.0018510925336959244,6.3619265719355145,14.353161563536498
s0176,rater_2,"okay, please shift the bar without jerking to the right for me.",right,moderately,gentle,10.0,0.09958806579163064,0.006894801688758739,12.430191089477516,11.286680917570036
s0176,rater_3,"okay, please shift the bar without jerking to the right for me.",right,moderately,gentle,10.0,0.0878273591026014,0.0008085010270159021,7.601916860201945,14.663839981272695
s0177,rater_1,"so, I want you to shift the handle some ahead decisively from the current spot.",forward,moderately,harsh,10.0,0.011456236512674927,0.09482751380844263,10.235811836397897,12.354043523113853
s0177,rater_2,"so, I want you to shift the handle some ahead decisively from the current spot.",forward,moderately,harsh,10.0,-0.012464108046740266,0.11128759492650098,12.502772593289253,7.400776011224181
s0177,rater_3,"so, I want you to shift the handle some ahead decisively from the current spot.",forward,moderately,harsh,10.0,-8.302285424121786e-05,0.10955603883441635,9.671196444111311,13.89547241869212
s0178,rater_1,"okay, can you move the handlebar decisively toward me somewhat from its current position if possible.",back,moderately,harsh,10.0,0.0023020629197974068,-0.09153860967143189,10.873012729750483,11.12720158162891
s0178,rater_2,"okay, can you move the handlebar decisively toward me somewhat from its current position if possible.",back,moderately,harsh,10.0,-0.015366319392110035,-0.08102360209037524,13.4707789840964,8.752304668438466
s0178,rater_3,"okay, can you move the handlebar decisively toward me somewhat from its current position if possible.",back,moderately,harsh,10.0,0.0017255841549121138,-0.08861406998426631,9.92173185438098,8.686073716383962
s0179,rater_1,"so, I'd like you to nudge this handle to the right thanks.",right,no_modifier,neutral,15.0,0.15493309312167042,-0.0056955834971503146,7.513381100665604,12.265546971036065
s0179,rater_2,"so, I'd like you to nudge this handle to the right thanks.",right,no_modifier,neutral,15.0,0.14909355498821994,0.004995516316559243,13.625421695008487,7.836290449818159
s0179,rater_3,"so, I'd like you to nudge this handle to the right thanks.",right,no_modifier,neutral,15.0,0.15141690322281476,-0.002767208956055781,9.204363337916446,7.853527892057074
s0180,rater_1,"so, could you bring the bar quickly back-right if possible.",back right,a_lot,harsh,20.0,0.15423455413260834,-0.14154338276082706,14.163116427990362,10.924959285994001
s0180,rater_2,"so, could you bring the bar quickly back-right if possible.",back right,a_lot,harsh,20.0,0.14808983799015465,-0.14506399048381596,16.345515512137595,10.349013574684589
s0180,rater_3,"so, could you bring the bar quickly back-right if possible.",back right,a_lot,harsh,20.0,0.13520925428071734,-0.1395156898001042,15.246964358091164,12.94000451989363
s0181,rater_1,"okay, I want you to bring the bar a lot diagonally forward-left relative to where it is now for me.",forward left,a_lot,neutral,20.0,-0.13140446400848652,0.1293802681121432,12.139458311723544,14.904355030355365
s0181,rater_2,"okay, I want you to bring the bar a lot diagonally forward-left relative to where it is now for me.",forward left,a_lot,neutral,20.0,-0.14664002997715245,0.1447142443973204,18.03332795178192,8.507391611364985
s0181,rater_3,"okay, I want you to bring the bar a lot diagonally forward-left relative to where it is now for me.",forward left,a_lot,neutral,20.0,-0.1340027073849911,0.1559668139796197,13.787374741414363,11.967585126652883
s0182,rater_1,"alright, I want you to move the handlebar to the back left, significantly now thanks.",back left,a_lot,neutral,20.0,-0.1352127565226679,-0.14074946520296244,11.029231495593994,15.15604370933324
s0182,rater_2,"alright, I want you to move the handlebar to the back left, significantly now thanks.",back left,a_lot,neutral,20.0,-0.1571528853342028,-0.13634231481340411,16.168089704446114,9.879348601849967
s0182,rater_3,"alright, I want you to move the handlebar to the back left, significantly now thanks.",back left,a_lot,neutral,20.0,-0.1311089077125053,-0.12901284128460133,13.733008116676443,11.211646822319489
s0183,rater_1,"I'd like you to bring the handle back, a normal amount as soon as possible",back,no_modifier,neutral,15.0,0.004791882666396609,-0.15490407002463513,9.27097080082967,12.486535557449916
s0183,rater_2,"I'd like you to bring the handle back, a normal amount as soon as possible",back,no_modifier,neutral,15.0,-0.006882949457410854,-0.1369384861402591,13.651072043275702,9.524707956945814
s0183,rater_3,"I'd like you to bring the handle back, a normal amount as soon as possible",back,no_modifier,neutral,15.0,0.0035085238337110723,-0.14227828719902846,7.877726146504054,10.073482377968407
s0184,rater_1,"hey, could you pull this handle ahead-left pretty far firmly from its current position now",forward left,a_lot,harsh,20.0,-0.13865799791942204,0.14986334012170582,13.418529631204052,14.178612054926074
s0184,rater_2,"hey, could you pull this handle ahead-left pretty far firmly from its current position now",forward left,a_lot,harsh,20.0,-0.14560060961433982,0.13153999560449905,15.989016531682887,11.364733316720438
s0184,rater_3,"hey, could you pull this handle ahead-left pretty far firmly from its current position now",forward left,a_lot,harsh,20.0,-0.13735874009205454,0.15879285118805206,16.58266285439568,11.686565807917557
s0185,rater_1,"alright, I want you to adjust the grip backward just a bit gently from the current spot when you can thanks.",back,slightly,gentle,5.0,0.022593448875835368,-0.054173310312559175,6.193269178870392,11.817658360210743
s0185,rater_2,"alright, I want you to adjust the grip backward just a bit gently from the current spot when you can thanks.",back,slightly,gentle,5.0,-0.014509749686167271,-0.052475561927770656,7.2415115530236,8.287602180089603
s0185,rater_3,"alright, I want you to adjust the grip backward just a bit gently from the current spot when you can thanks.",back,slightly,gentle,5.0,0.0021373557315713986,-0.045069474220969054,6.233785883116213,14.815244719059974
s0186,rater_1,"okay, please push the handlebar without jerking over left if possible.",left,slightly,gentle,5.0,-0.04625274989109303,-0.004693808385401418,5.993431579118781,16.49849880490757
s0186,rater_2,"okay, please push the handlebar without jerking over left if possible.",left,slightly,gentle,5.0,-0.05332254024160668,0.006814782898036798,6.883343619618476,11.40212875021268
s0186,rater_3,"okay, please push the handlebar without jerking over left if possible.",left,slightly,gentle,5.0,-0.040104904243557796,0.0228983017120783,6.741547968485072,11.975343517171813
s0187,rater_1,"hey, I want you to slide the handle pretty far right strongly from its current position if possible.",right,a_lot,harsh,20.0,0.20679959656411426,0.00407587930333997,13.055400016025336,10.779352311576272
s0187,rater_2,"hey, I want you to slide the handle pretty far right strongly from its current position if possible.",right,a_lot,harsh,20.0,0.20532993223243867,0.006224660429695985,19.50420839555111,7.481671945654744
s0187,rater_3,"hey, I want you to slide the handle pretty far right strongly from its current position if possible.",right,a_lot,harsh,20.0,0.19989174834836515,0.008222473538197916,16.683785040585757,10.015286975718867
s0188,rater_1,"okay, I'd like you to nudge this handle strongly back and right significantly if possible.",back right,a_lot,harsh,20.0,0.14230678062355795,-0.13516271194880933,16.176418928459487,13.943724063626993
s0188,rater_2,"okay, I'd like you to nudge this handle strongly back and right significantly if possible.",back right,a_lot,harsh,20.0,0.12927598837345264,-0.11894973186625359,19.29412972822298,9.174992192404014
s0188,rater_3,"okay, I'd like you to nudge this handle strongly back and right significantly if possible.",back right,a_lot,harsh,20.0,0.144121904046787,-0.13193504108237825,17.92272649113897,8.947050621858331
s0189,rater_1,"okay, can you adjust it to the front right a bit smoothly from here for me.",forward right,slightly,gentle,5.0,0.03939313665042,0.026372653885864072,6.171627314909928,14.790455193098772
s0189,rater_2,"okay, can you adjust it to the front right a bit smoothly from here for me.",forward right,slightly,gentle,5.0,0.03015763406051088,0.03795906298700471,8.419497975817135,10.476270164876565
s0189,rater_3,"okay, can you adjust it to the front right a bit smoothly from here for me.",forward right,slightly,gentle,5.0,0.040462700760330865,0.060072927116823716,5.7004668192663654,14.536175219301672
s0190,rater_1,"hey, I'd like you to bring the handlebar ahead please.",forward,no_modifier,neutral,15.0,0.009369341982165484,0.14084137206037287,11.051309058217665,11.275589010612244
s0190,rater_2,"hey, I'd like you to bring the handlebar ahead please.",forward,no_modifier,neutral,15.0,-0.0050628787003892,0.1630739443561542,11.17665292963488,8.034097721438718
s0190,rater_3,"hey, I'd like you to bring the handlebar ahead please.",forward,no_modifier,neutral,15.0,-0.003748731454201963,0.15362872890957596,10.563718105779643,9.271980569682759
s0191,rater_1,"hey, I want you to shift the bar ahead-right slowly when you can if possible.",forward right,no_modifier,gentle,15.0,0.0988643544790672,0.1166352329563235,8.843808234049165,13.253223679343533
s0191,rater_2,"hey, I want you to shift the bar ahead-right slowly when you can if possible.",forward right,no_modifier,gentle,15.0,0.1068836082979197,0.11090879826022146,12.724144072346508,11.618185322716778
s0191,rater_3,"hey, I want you to shift the bar ahead-right slowly when you can if possible.",forward right,no_modifier,gentle,15.0,0.11555648241365052,0.11709081877229467,10.841799194213447,11.81310317219049
s0192,rater_1,I'd like you to push the handlebar just a little back-left softly from here thanks.,back left,slightly,gentle,5.0,-0.023528012929396647,-0.03709976845689153,5.094363896905889,11.577961560110953
s0192,rater_2,I'd like you to push the handlebar just a little back-left softly from here thanks.,back left,slightly,gentle,5.0,-0.0438804658149649,-0.03862808013009233,6.873040330577184,9.880903625151214
s0192,rater_3,I'd like you to push the handlebar just a little back-left softly from here thanks.,back left,slightly,gentle,5.0,-0.02360199018771276,-0.026370683824853792,7.139697722214402,12.258822562951774
s0193,rater_1,"so, adjust the handlebar softly ahead if possible.",forward,moderately,gentle,10.0,0.015085088611328236,0.09160146573794024,6.1980279026284375,14.457334153089603
s0193,rater_2,"so, adjust the handlebar softly ahead if possible.",forward,moderately,gentle,10.0,-0.010349959834400528,0.10865643541024612,11.233462053450525,10.671368391852482
s0193,rater_3,"so, adjust the handlebar softly ahead if possible.",forward,moderately,gentle,10.0,0.008050243377145471,0.1069653078718992,8.105317542800657,10.850088180179997
s0194,rater_1,could you shift it toward me quite a bit carefully as soon as possible if possible.,back,a_lot,gentle,20.0,0.009298912880492022,-0.20867961520342884,10.849512505492724,14.3681275608603
s0194,rater_2,could you shift it toward me quite a bit carefully as soon as possible if possible.,back,a_lot,gentle,20.0,-0.007920792668747512,-0.18108497343402077,12.780903465020899,10.415295150572677
s0194,rater_3,could you shift it toward me quite a bit carefully as soon as possible if possible.,back,a_lot,gentle,20.0,-0.0009215562077774208,-0.19306609985583237,12.920609706717967,12.883458922850888
s0195,rater_1,"okay, can you push the handle pretty far toward the rear decisively thanks.",back,a_lot,harsh,20.0,0.014384424912843908,-0.20746261873221974,12.723802987088668,14.693545990983974
s0195,rater_2,"okay, can you push the handle pretty far toward the rear decisively thanks.",back,a_lot,harsh,20.0,-0.01578536749975997,-0.19408088815449503,18.896901320615548,10.457486051976213
s0195,rater_3,"okay, can you push the handle pretty far toward the rear decisively thanks.",back,a_lot,harsh,20.0,-0.0033110169678415807,-0.19082607233269613,13.112883956908616,11.530848533323411
s0196,rater_1,"hey, I want you to adjust this handle back, significantly decisively now please.",back,a_lot,harsh,20.0,0.011583652963761378,-0.19253463655858216,16.015693508086432,12.315611144317288
s0196,rater_2,"hey, I want you to adjust this handle back, significantly decisively now please.",back,a_lot,harsh,20.0,0.008288012003740484,-0.19750079878453072,17.057573512635212,9.095408384859434
s0196,rater_3,"hey, I want you to adjust this handle back, significantly decisively now please.",back,a_lot,harsh,20.0,0.0011197435482858962,-0.19009022174848023,16.49329397756486,10.44117494613433
s0197,rater_1,can you shift the bar to the right a normal amount when you can thanks.,right,no_modifier,neutral,15.0,0.16200394086859554,-0.008267612725229492,9.588319619470074,14.492263783198933
s0197,rater_2,can you shift the bar to the right a normal amount when you can thanks.,right,no_modifier,neutral,15.0,0.13466335254992845,-0.0038247580195434282,12.836829654075025,9.738484664329127
s0197,rater_3,can you shift the bar to the right a normal amount when you can thanks.,right,no_modifier,neutral,15.0,0.1551262873083219,0.018629519488645777,10.738701945560685,11.763738568793507
s0198,rater_1,"okay, I'd like you to shift the grip slowly diagonally back-right significantly please.",back right,a_lot,gentle,20.0,0.15086875684853823,-0.1577661217986769,14.103512197652716,18.646999792568526
s0198,rater_2,"okay, I'd like you to shift the grip slowly diagonally back-right significantly please.",back right,a_lot,gentle,20.0,0.13628587424784258,-0.1276095400726213,15.640092819814079,11.127714247948074
s0198,rater_3,"okay, I'd like you to shift the grip slowly diagonally back-right significantly please.",back right,a_lot,gentle,20.0,0.14020596203452063,-0.13003386150513863,13.07022454782114,10.680185562814923
s0199,rater_1,shift this handle softly to the right please.,right,moderately,gentle,10.0,0.10661992364763341,-0.0017246382468821455,6.518137279020865,16.330685747217835
s0199,rater_2,shift this handle softly to the right please.,right,moderately,gentle,10.0,0.10525575443133063,-0.001608468089422751,12.727090485729772,9.753700532158668
s0199,rater_3,shift this handle softly to the right please.,right,moderately,gentle,10.0,0.1114632521209687,0.01016675570916112,8.851177975184234,13.120522776231674
s0200,rater_1,"I'd like you to nudge the handlebar backward, now for me.",back,no_modifier,neutral,15.0,0.008830156913041707,-0.148840132707757,10.78979515875857,10.55796363044425
s0200,rater_2,"I'd like you to nudge the handlebar backward, now for me.",back,no_modifier,neutral,15.0,-0.0018767266240676218,-0.15756026313084742,11.598178359393556,10.111420119917426
s0200,rater_3,"I'd like you to nudge the handlebar backward, now for me.",back,no_modifier,neutral,15.0,0.003287432387531303,-0.14636034845198684,10.394236129944176,10.41763414639751
s0201,rater_1,"okay, please bring this handle aggressively ahead-right please.",forward right,a_lot,harsh,20.0,0.14936193844090276,0.13719565668887346,14.36731357490351,13.396944715038138
s0201,rater_2,"okay, please bring this handle aggressively ahead-right please.",forward right,a_lot,harsh,20.0,0.1285241321872581,0.14604854199187411,18.975810417196776,8.486219587220514
s0201,rater_3,"okay, please bring this handle aggressively ahead-right please.",forward right,a_lot,harsh,20.0,0.13701296136156063,0.15042531576611057,12.715008536768892,10.156419845793254
s0202,rater_1,could you pull the bar diagonally back-left some from the current spot,back left,moderately,neutral,10.0,-0.06671855570925518,-0.07326817389989643,8.02086989280111,11.209027459403591
s0202,rater_2,could you pull the bar diagonally back-left some from the current spot,back left,moderately,neutral,10.0,-0.07428359052085777,-0.0632196253097568,10.432378645358655,8.873838811623317
s0202,rater_3,could you pull the bar diagonally back-left some from the current spot,back left,moderately,neutral,10.0,-0.06927698790009344,-0.05531347342267416,9.534489175020033,12.309222930636299
s0203,rater_1,"alright, I want you to pull it strongly ahead",forward,no_modifier,harsh,15.0,0.0009409264958905783,0.15522696856276375,10.925430317343114,11.32312350514497
s0203,rater_2,"alright, I want you to pull it strongly ahead",forward,no_modifier,harsh,15.0,-0.011555798328565675,0.1634614290473106,11.813275506466022,9.861204544778301
s0203,rater_3,"alright, I want you to pull it strongly ahead",forward,no_modifier,harsh,15.0,0.0003426670640693888,0.16383162110365043,12.443429587788415,12.264921357529849
s0204,rater_1,"alright, could you bring the handle over right, some when you can if possible.",right,moderately,neutral,10.0,0.09086056361858094,-0.006088826857166756,5.974234109156947,12.158901704614028
s0204,rater_2,"alright, could you bring the handle over right, some when you can if possible.",right,moderately,neutral,10.0,0.08770846848498495,-0.003033995449646507,10.149841253137772,7.077826998731785
s0204,rater_3,"alright, could you bring the handle over right, some when you can if possible.",right,moderately,neutral,10.0,0.10976182549484406,0.009121362663444037,7.711775510467816,11.766665298712752
s0205,rater_1,nudge the grip decisively ahead-left quite a bit thanks.,forward left,a_lot,harsh,20.0,-0.13269218792702944,0.14213123777188538,13.720911212057178,11.576270585636998
s0205,rater_2,nudge the grip decisively ahead-left quite a bit thanks.,forward left,a_lot,harsh,20.0,-0.13787533542468666,0.15533896059769708,17.69969858677873,7.801945128882351
s0205,rater_3,nudge the grip decisively ahead-left quite a bit thanks.,forward left,a_lot,harsh,20.0,-0.13895676491832762,0.14192076935757603,15.319015741097845,11.204719900973682
s0206,rater_1,"okay, I'd like you to move this handle to the back right, pretty far with force right now thanks.",back right,a_lot,harsh,20.0,0.1448827861734542,-0.13958423592755775,14.478805067795241,15.462967863204677
s0206,rater_2,"okay, I'd like you to move this handle to the back right, pretty far with force right now thanks.",back right,a_lot,harsh,20.0,0.14027897167565462,-0.14140753091544755,18.293872935521307,8.166455773836132
s0206,rater_3,"okay, I'd like you to move this handle to the back right, pretty far with force right now thanks.",back right,a_lot,harsh,20.0,0.14904259489103788,-0.14233049907613363,17.70719402708169,11.512670923238469
s0207,rater_1,I'd like you to shift it ahead-right carefully from here right now.,forward right,no_modifier,gentle,15.0,0.11218240891529843,0.09610852095371328,8.589390303788724,13.353114523345969
s0207,rater_2,I'd like you to shift it ahead-right carefully from here right now.,forward right,no_modifier,gentle,15.0,0.10426980345233418,0.1063479928976878,11.532836679196931,10.391209486418969
s0207,rater_3,I'd like you to shift it ahead-right carefully from here right now.,forward right,no_modifier,gentle,15.0,0.11115233310778412,0.11184330919090046,9.841229108998977,14.076529413142257
s0208,rater_1,"alright, I want you to move the bar gently ahead-right just a bit from its current position if possible.",forward right,slightly,gentle,5.0,0.05042602348005591,0.03200429773698139,5.662977830284479,17.1075414160699
s0208,rater_2,"alright, I want you to move the bar gently ahead-right just a bit from its current position if possible.",forward right,slightly,gentle,5.0,0.031002028335302887,0.04148213369624177,8.33861460159383,11.782188458463036
s0208,rater_3,"alright, I want you to move the bar gently ahead-right just a bit from its current position if possible.",forward right,slightly,gentle,5.0,0.03434708047073686,0.03500631216269537,6.145765034887219,12.987676800202575
s0209,rater_1,slide the grip ahead-right just a little for me.,forward right,slightly,neutral,5.0,0.04623411262730778,0.028198054149236363,6.259412565469043,13.777447916237524
s0209,rater_2,slide the grip ahead-right just a little for me.,forward right,slightly,neutral,5.0,0.015431600399543681,0.027001162866705345,9.620163243600814,9.176314702632533
s0209,rater_3,slide the grip ahead-right just a little for me.,forward right,slightly,neutral,5.0,0.027136020146107817,0.04396525276888978,7.828092610155763,9.640877198895378
s0210,rater_1,"hey, adjust the handle backward somewhat from its current position",back,moderately,neutral,10.0,0.00014804788024516235,-0.11183227660575534,7.0081682670286245,12.509106406217043
s0210,rater_2,"hey, adjust the handle backward somewhat from its current position",back,moderately,neutral,10.0,-0.010000872728459327,-0.09247748137512905,11.580974482315256,7.819987051235049
s0210,rater_3,"hey, adjust the handle backward somewhat from its current position",back,moderately,neutral,10.0,0.011520958707589003,-0.08882836183516314,8.205282218889076,9.969495587820804
s0211,rater_1,please shift the handle strongly over right pretty far from the current spot,right,a_lot,harsh,20.0,0.1953085889693187,0.0050081643444106864,20.11668959606043,14.817478480223219
s0211,rater_2,please shift the handle strongly over right pretty far from the current spot,right,a_lot,harsh,20.0,0.20641879245110484,-0.0008388786556677097,21.609734048070692,9.990554488450853
s0211,rater_3,please shift the handle strongly over right pretty far from the current spot,right,a_lot,harsh,20.0,0.20085955041412834,0.002610573969030793,17.21899444282757,9.916239438566796
s0212,rater_1,"alright, please push this handle slowly back-right",back right,slightly,gentle,5.0,0.029162982729084064,-0.0383451928939428,6.271737539884757,13.842984032510063
s0212,rater_2,"alright, please push this handle slowly back-right",back right,slightly,gentle,5.0,0.01925015623571075,-0.03831636372647432,7.5245581741013865,10.862171620108507
s0212,rater_3,"alright, please push this handle slowly back-right",back right,slightly,gentle,5.0,0.04183120169078756,-0.03268793842607226,5.36913781425018,11.549278730311078
s0213,rater_1,"alright, I'd like you to adjust the bar gently diagonally forward-left",forward left,moderately,gentle,10.0,-0.06703458791384266,0.07272060110686844,6.9255755223923305,13.18951298618483
s0213,rater_2,"alright, I'd like you to adjust the bar gently diagonally forward-left",forward left,moderately,gentle,10.0,-0.07244410024541797,0.07879486528757625,7.16363810682504,10.771704273857242
s0213,rater_3,"alright, I'd like you to adjust the bar gently diagonally forward-left",forward left,moderately,gentle,10.0,-0.05711746178767287,0.08284263776872818,6.852484393185461,11.217770555884194
s0214,rater_1,"okay, please adjust the grip slightly ahead-right slowly relative to where it is now for me.",forward right,slightly,gentle,5.0,0.03818643092237933,0.031493149986261584,5.583662324283893,13.477114892922431
s0214,rater_2,"okay, please adjust the grip slightly ahead-right slowly relative to where it is now for me.",forward right,slightly,gentle,5.0,0.02492870679832058,0.03230993345270306,8.11600696738433,10.048174136727201
s0214,rater_3,"okay, please adjust the grip slightly ahead-right slowly relative to where it is now for me.",forward right,slightly,gentle,5.0,0.03126553440435138,0.0359668360265162,7.144284969796175,11.910375784646382
s0215,rater_1,"alright, adjust the grip toward the right",right,no_modifier,neutral,15.0,0.15301364720198632,-0.015173346851223242,11.96391475594651,14.104602146227135
s0215,rater_2,"alright, adjust the grip toward the right",right,no_modifier,neutral,15.0,0.1349280808744121,-0.004875020792564388,10.72324946427682,8.17107818606315
s0215,rater_3,"alright, adjust the grip toward the right",right,no_modifier,neutral,15.0,0.14637106861268354,0.007927068939278826,12.486534167464509,9.158179387174776
s0216,rater_1,"so, please adjust the handle diagonally forward-right, slightly as soon as possible thanks.",forward right,slightly,neutral,5.0,0.0441812612559451,0.03308420061045934,6.226646219057766,10.399961174876841
s0216,rater_2,"so, please adjust the handle diagonally forward-right, slightly as soon as possible thanks.",forward right,slightly,neutral,5.0,0.018391237644879547,0.031309511582910295,7.2392370501627585,8.013052118484977
s0216,rater_3,"so, please adjust the handle diagonally forward-right, slightly as soon as possible thanks.",forward right,slightly,neutral,5.0,0.03839070078125387,0.050866224445701796,5.7637710699775315,11.641659302963603
s0217,rater_1,"so, can you move it forward and left thanks.",forward left,moderately,neutral,10.0,-0.06274484881469593,0.06249925858782235,9.827303191720208,12.104636334021244
s0217,rater_2,"so, can you move it forward and left thanks.",forward left,moderately,neutral,10.0,-0.08218880199090556,0.0862927579956409,9.855642643054734,8.788785651993122
s0217,rater_3,"so, can you move it forward and left thanks.",forward left,moderately,neutral,10.0,-0.0689561402300424,0.069292638300264,9.03266350117306,9.293123599761701
